縣市,統計期,業者名稱,現在的基地台數量,之前的基地台數量
21,1090731,5,130,130
21,1090630,5,130,130
21,1090531,5,130,130
21,1090430,5,130,130
21,1090331,5,130,130
21,1090229,5,130,123
21,1090131,5,123,123
21,1081231,5,123,123
21,1081130,5,123,123
21,1081031,5,123,123
21,1080930,5,123,123
21,1080831,5,123,123
21,1080731,5,123,123
21,1080630,5,123,123
21,1080531,5,123,123
21,1080430,5,123,123
21,1080331,5,123,120
21,1080228,5,120,120
21,1080131,5,120,120
22,1120531,5,44,44
22,1120430,5,44,44
22,1120331,5,44,44
22,1120228,5,44,44
22,1120131,5,44,44
22,1111231,5,44,44
22,1111130,5,44,44
22,1111031,5,44,44
22,1110930,5,44,44
22,1110831,5,44,44
22,1110731,5,44,44
22,1110630,5,44,44
22,1110531,5,44,44
22,1110430,5,44,44
22,1110331,5,44,44
22,1110228,5,44,44
22,1110131,5,44,44
22,1101231,5,44,44
22,1101130,5,44,44
22,1101031,5,44,44
22,1100930,5,44,44
22,1100831,5,44,44
22,1100731,5,44,44
22,1100630,5,44,44
22,1100531,5,44,44
22,1100430,5,44,44
22,1100331,5,44,44
22,1100228,5,44,44
22,1100131,5,44,44
22,1091231,5,44,44
22,1091130,5,44,44
22,1091031,5,44,44
22,1090930,5,44,44
22,1090831,5,44,44
22,1090731,5,44,41
22,1090630,5,41,41
22,1090531,5,41,41
22,1090430,5,41,41
22,1090331,5,41,41
22,1090229,5,41,41
22,1090131,5,41,41
22,1081231,5,41,41
22,1081130,5,41,41
22,1081031,5,41,41
22,1080930,5,41,41
22,1080831,5,41,41
22,1080731,5,41,41
22,1080630,5,41,41
22,1080531,5,41,41
22,1080430,5,41,41
22,1080331,5,41,41
22,1080228,5,41,41
22,1080131,5,41,41
